ID_CLIENTE,ANTIGUEDAD_MESES,TIPO_TARJETA,LINEA_CREDITO,RNG_LINEA,DEUDA_TARJETA,SEGMENTO_BANCO,AMBITO,ZONA,EDAD,SEXO,ECIVIL,Total_facturacion,Num_compras
C0001396,R4. [24-MAS>,CLASICA,18700,20000,0,SEGMENTO PLATA,L,CENTRO,52,F,CASADO,583.2,3
C0001397,R4. [24-MAS>,CLASICA,5750,6000,2435.13,SEGMENTO BRONCE,L,NORTE,67,M,CASADO,199.01,1
C0001398,R4. [24-MAS>,CLASICA,5000,6000,1134.49,SEGMENTO BRONCE,P,PROVINCIA,41,M,SOLTERO,47,1
C0001400,R4. [24-MAS>,CLASICA,6000,6000,1338.49,SEGMENTO PLATA,L,ESTE,37,M,CASADO,7874.01,4
C0001401,R4. [24-MAS>,CLASICA,1000,2000,1018.25,SEGMENTO PLATA,L,MODERNA,49,M,CASADO,514.59,19
C0001402,R4. [24-MAS>,CLASICA,4000,4000,3814.53,SEGMENTO PLATA,L,CENTRO,40,M,CASADO,583.5,8
C0001403,R4. [24-MAS>,CLASICA,18700,20000,16418.85,SEGMENTO BRONCE,L,ESTE,50,M,CASADO,653,4
C0001405,R4. [24-MAS>,CLASICA,500,2000,10.17,SEGMENTO BRONCE,L,NORTE,,M,CASADO,45.51,1
C0001407,R4. [24-MAS>,CLASICA,3000,4000,1001.84,SEGMENTO ORO,L,ESTE,42,M,SOLTERO,3113.93,25
C0001408,R4. [24-MAS>,CLASICA,3000,4000,1609,SEGMENTO BRONCE,L,CENTRO,32,M,SOLTERO,1609,1
C0001409,R4. [24-MAS>,CLASICA,1800,2000,84.23,SEGMENTO PLATA,L,MODERNA,45,M,SOLTERO,570.71,8
C0001410,R4. [24-MAS>,CLASICA,1200,2000,354.67,SEGMENTO ORO,L,ESTE,30,M,SOLTERO,1616.41,8
C0001411,R4. [24-MAS>,CLASICA,2000,2000,0,SEGMENTO PLATA,L,MODERNA,32,M,SOLTERO,851.54,4
C0001413,R4. [24-MAS>,CLASICA,6000,6000,1216.78,SEGMENTO PLATA,L,NORTE,55,F,CASADO,708.74,3
C0001417,R3. [12-24 M>,CLASICA,2650,4000,515.35,SEGMENTO PLATA,L,SUR,54,M,SOLTERO,379,1
C0001418,R2. [6-12 M>,CLASICA,1200,2000,1016.16,SEGMENTO PLATA,L,NORTE,28,M,SOLTERO,2876.98,13
C0001419,R2. [6-12 M>,CLASICA,2000,2000,259.7,SEGMENTO ORO,L,NORTE,48,M,SOLTERO,1383.78,2
C0001420,R4. [24-MAS>,CLASICA,7500,8000,5664.33,SEGMENTO PLATA,L,CALLAO,53,F,CASADO,52,2
C0001421,R4. [24-MAS>,ORO,35780,36000,1537.48,SEGMENTO ORO,L,MODERNA,72,M,CASADO,9895.16,25
C0001422,R4. [24-MAS>,CLASICA,3200,4000,2801.1,SEGMENTO PLATA,L,ESTE,28,M,SOLTERO,441.9,3
C0001423,R4. [24-MAS>,CLASICA,9600,10000,7809.72,SEGMENTO PLATA,L,CENTRO,28,M,SOLTERO,4626,1
C0001424,R4. [24-MAS>,ORO,25000,26000,20595.14,SEGMENTO BRONCE,L,MODERNA,48,M,CASADO,4902.16,15
C0001425,R4. [24-MAS>,ORO,9000,10000,3681.34,SEGMENTO PLATA,L,CALLAO,48,M,SOLTERO,4010.41,4
C0001426,R4. [24-MAS>,ORO,20000,20000,11346.05,SEGMENTO PLATA,L,CALLAO,43,F,SOLTERO,7389.98,7
C0001427,R4. [24-MAS>,ORO,1000,2000,383.05,SEGMENTO PLATA,L,NORTE,49,M,CASADO,910.95,6
C0001428,R4. [24-MAS>,ORO,9000,10000,-13.98,SEGMENTO PLATA,L,MODERNA,51,F,SOLTERO,3730.55,8
C0001429,R4. [24-MAS>,CLASICA,1800,2000,715.5,SEGMENTO PLATA,L,MODERNA,40,M,CASADO,1249.2,13
C0001430,R4. [24-MAS>,CLASICA,12000,12000,3350.49,SEGMENTO PLATA,L,CALLAO,30,M,SOLTERO,5381.06,25
C0001431,R4. [24-MAS>,ORO,5000,6000,1.05,SEGMENTO ORO,L,MODERNA,32,M,SOLTERO,937.74,7
C0001432,R4. [24-MAS>,CLASICA,6000,6000,0,SEGMENTO ORO,L,CALLAO,27,M,SOLTERO,435,1
C0001435,R4. [24-MAS>,CLASICA,1300,2000,1356.89,SEGMENTO PLATA,L,MODERNA,31,F,SOLTERO,350.38,3
C0001436,R4. [24-MAS>,ORO,6200,8000,792.89,SEGMENTO ORO,L,MODERNA,70,M,CASADO,321.3,1
C0001440,R4. [24-MAS>,ORO,12000,12000,11969.43,SEGMENTO PLATA,L,CALLAO,46,F,CASADO,7373.05,20
C0001441,R4. [24-MAS>,ORO,12000,12000,6839.34,SEGMENTO PLATA,L,CENTRO,31,M,SOLTERO,1981.23,4
C0001445,R3. [12-24 M>,ORO,3000,4000,2977.7,SEGMENTO PLATA,L,NORTE,31,M,SOLTERO,477,13
C0001448,R3. [12-24 M>,ORO,8000,8000,-0.85,SEGMENTO PLATA,L,MODERNA,31,F,SOLTERO,104.89,1
C0001450,R3. [12-24 M>,PLATINUM,11000,12000,44.93,SEGMENTO ORO,L,MODERNA,33,M,SOLTERO,100,2
C0001456,R4. [24-MAS>,CLASICA,4800,6000,190,SEGMENTO PLATA,L,MODERNA,30,M,SOLTERO,5705.82,30
C0001457,R4. [24-MAS>,CLASICA,2000,2000,1880.87,SEGMENTO PLATA,L,ESTE,57,M,CASADO,871.39,6
C0001458,R4. [24-MAS>,ORO,7500,8000,7680.78,SEGMENTO ORO,L,ESTE,,M,CASADO,2299.18,15
C0001459,R4. [24-MAS>,ORO,10000,10000,0,SEGMENTO PLATA,L,ESTE,35,M,SOLTERO,80,1
C0001460,R4. [24-MAS>,CLASICA,1600,2000,148.13,SEGMENTO BRONCE,L,ESTE,31,M,SOLTERO,301.33,2
C0001461,R4. [24-MAS>,ORO,6200,8000,4407.52,SEGMENTO ORO,L,CENTRO,38,M,CASADO,8644.44,24
C0001464,R4. [24-MAS>,CLASICA,3000,4000,-43.28,SEGMENTO PLATA,L,ESTE,35,F,SOLTERO,1522.9,1
C0001466,R3. [12-24 M>,CLASICA,1000,2000,835.49,SEGMENTO PLATA,L,CENTRO,25,M,SOLTERO,883.91,6
C0001468,R3. [12-24 M>,CLASICA,2000,2000,1932.19,SEGMENTO BRONCE,L,ESTE,44,M,CASADO,390,7
C0001471,R2. [6-12 M>,CLASICA,1500,2000,0,SEGMENTO PLATA,L,ESTE,30,M,SOLTERO,800,1
C0001475,R4. [24-MAS>,CLASICA,2400,4000,1005.98,SEGMENTO ORO,L,ESTE,52,M,CASADO,1264.71,19
C0001478,R4. [24-MAS>,CLASICA,18000,18000,0,SEGMENTO PLATA,L,CENTRO,56,M,CASADO,665,3
C0001484,R4. [24-MAS>,CLASICA,1200,2000,952.04,SEGMENTO PLATA,L,MODERNA,35,M,SOLTERO,1200,1
C0001485,R4. [24-MAS>,ORO,12500,14000,2242.22,SEGMENTO ORO,L,MODERNA,,M,CASADO,11671.16,32
C0001487,R4. [24-MAS>,ORO,9000,10000,0,SEGMENTO PLATA,L,ESTE,,M,SOLTERO,100,1
C0001489,R4. [24-MAS>,ORO,10000,10000,-17.5,SEGMENTO PLATA,L,MODERNA,,M,SOLTERO,2569.8,14
C0001491,R4. [24-MAS>,ORO,5000,6000,1231.6,SEGMENTO PLATA,L,MODERNA,,M,SOLTERO,3139.56,11
C0001492,R4. [24-MAS>,CLASICA,12750,14000,0,SEGMENTO PLATA,P,PROVINCIA,34,M,SOLTERO,14585.83,23
C0001494,R4. [24-MAS>,ORO,5000,6000,4646.77,SEGMENTO PLATA,L,ESTE,27,M,SOLTERO,1393.33,8
C0001495,R4. [24-MAS>,CLASICA,5000,6000,642.72,SEGMENTO PLATA,L,CENTRO,31,M,CASADO,3153.14,17
C0001496,R4. [24-MAS>,ORO,23250,24000,1052.09,SEGMENTO PLATA,L,ESTE,70,M,CASADO,234,3
C0001498,R4. [24-MAS>,ORO,3200,4000,2858.97,SEGMENTO ORO,L,MODERNA,31,M,SOLTERO,377,1
C0001499,R4. [24-MAS>,PLATINUM,12000,12000,394.11,SEGMENTO ORO,L,MODERNA,30,M,SOLTERO,1315.14,3
C0001504,R4. [24-MAS>,CLASICA,3000,4000,1568.61,SEGMENTO PLATA,L,SUR,37,M,SOLTERO,1768.15,18
C0001508,R1. <0-6 M>,PLATINUM,16000,16000,10046.77,SEGMENTO ORO,L,CENTRO,45,M,DIVORCIADO,14642.3,31
C0001509,R1. <0-6 M>,ORO,10000,10000,4355.55,SEGMENTO PLATA,L,MODERNA,32,M,SOLTERO,3631.6,15
C0001511,R4. [24-MAS>,CLASICA,27000,28000,0,SEGMENTO PLATA,L,MODERNA,47,M,SOLTERO,3027.5,12
C0001512,R4. [24-MAS>,CLASICA,25200,26000,0,SEGMENTO BRONCE,L,CENTRO,42,F,SOLTERO,2566.6,2
C0001514,R4. [24-MAS>,ORO,9700,10000,-110.77,SEGMENTO PLATA,L,MODERNA,54,F,CASADO,2292.8,3
C0001516,R4. [24-MAS>,CLASICA,4000,4000,763.67,SEGMENTO ORO,L,NORTE,49,M,CASADO,10824.54,23
C0001520,R4. [24-MAS>,CLASICA,12000,12000,2008.43,SEGMENTO PLATA,L,SUR,42,M,SOLTERO,572.4,6
C0001522,R4. [24-MAS>,CLASICA,2400,4000,1118.87,SEGMENTO PLATA,L,CENTRO,60,M,CASADO,1743.91,6
C0001523,R4. [24-MAS>,CLASICA,11200,12000,0,SEGMENTO PLATA,L,NORTE,39,F,SOLTERO,499,1
C0001524,R4. [24-MAS>,CLASICA,1900,2000,169.15,SEGMENTO PLATA,L,CENTRO,59,M,CASADO,1342.99,11
C0001525,R4. [24-MAS>,CLASICA,8850,10000,4699.99,SEGMENTO PLATA,L,SUR,34,M,SOLTERO,115,1
C0001527,R4. [24-MAS>,PLATINUM,30000,30000,21530.71,SEGMENTO ORO,L,NORTE,59,M,CASADO,523.18,5
C0001529,R4. [24-MAS>,PLATINUM,35000,36000,34916.6,SEGMENTO ORO,L,MODERNA,57,M,CASADO,9751.54,14
C0001531,R4. [24-MAS>,CLASICA,1920,2000,1793.17,SEGMENTO PLATA,L,NORTE,30,M,SOLTERO,496,5
C0001532,R4. [24-MAS>,CLASICA,1900,2000,1928.18,SEGMENTO PLATA,L,NORTE,59,M,CASADO,483.8,7
C0001535,R4. [24-MAS>,ORO,7500,8000,6860.6,SEGMENTO PLATA,L,SUR,40,M,CASADO,1032.26,13
C0001536,R4. [24-MAS>,CLASICA,12000,12000,7552.14,SEGMENTO PLATA,L,MODERNA,63,F,SOLTERO,3400.67,11
C0001537,R4. [24-MAS>,CLASICA,15000,16000,82.92,SEGMENTO PLATA,L,CENTRO,32,M,SOLTERO,1800.13,15
C0001538,R4. [24-MAS>,CLASICA,4000,4000,3566.89,SEGMENTO PLATA,L,CENTRO,26,M,SOLTERO,1268.54,8
C0001539,R4. [24-MAS>,CLASICA,1000,2000,985.14,SEGMENTO PLATA,L,MODERNA,28,F,SOLTERO,195,4
C0001540,R4. [24-MAS>,ORO,8600,10000,44.36,SEGMENTO PLATA,L,ESTE,41,F,SOLTERO,133.08,1
C0001542,R4. [24-MAS>,ORO,3624,4000,1332.41,SEGMENTO PLATA,L,CENTRO,34,M,SOLTERO,964.69,6
C0001543,R4. [24-MAS>,PLATINUM,30000,30000,727.2,SEGMENTO ORO,L,MODERNA,,M,CASADO,2606.33,5
C0001545,R4. [24-MAS>,CLASICA,1250,2000,1051.13,SEGMENTO BRONCE,L,NORTE,37,M,SOLTERO,295.9,10
C0001547,R4. [24-MAS>,CLASICA,650,2000,0,SEGMENTO PLATA,L,NORTE,33,M,SOLTERO,371.54,3
C0001549,R4. [24-MAS>,PLATINUM,30000,30000,0,SEGMENTO ORO,L,MODERNA,37,M,SOLTERO,50,1
C0001556,R4. [24-MAS>,PLATINUM,32400,34000,3555.21,SEGMENTO ORO,L,CENTRO,41,M,CASADO,1296.62,17
C0001557,R4. [24-MAS>,ORO,8400,10000,7673.69,SEGMENTO ORO,L,MODERNA,59,M,CASADO,880.69,7
C0001558,R4. [24-MAS>,ORO,5400,6000,4787.65,SEGMENTO PLATA,L,SUR,64,F,SOLTERO,331,1
C0001564,R3. [12-24 M>,PLATINUM,27200,28000,300.14,SEGMENTO PLATA,L,ESTE,50,M,CASADO,1615.85,8
C0001567,R3. [12-24 M>,CLASICA,1200,2000,774.57,SEGMENTO PLATA,L,ESTE,39,M,SOLTERO,288,3
C0001569,R3. [12-24 M>,CLASICA,3000,4000,939.52,SEGMENTO PLATA,L,MODERNA,47,M,CASADO,2303.4,15
C0001570,R3. [12-24 M>,CLASICA,1200,2000,938.1,SEGMENTO PLATA,L,MODERNA,50,F,CASADO,1134,1
C0001573,R3. [12-24 M>,PLATINUM,10000,10000,4184.52,SEGMENTO PLATA,L,MODERNA,30,M,SOLTERO,8738.58,17
C0001574,R3. [12-24 M>,ORO,5000,6000,5043.69,SEGMENTO PLATA,L,MODERNA,34,M,SOLTERO,1620.99,22
C0001575,R3. [12-24 M>,PLATINUM,10000,10000,3235.55,SEGMENTO ORO,L,CENTRO,35,F,SOLTERO,4280.35,12
C0001578,R3. [12-24 M>,CLASICA,800,2000,132.37,SEGMENTO BRONCE,L,CENTRO,24,M,SOLTERO,1647,3
C0001583,R2. [6-12 M>,PLATINUM,16200,18000,0,SEGMENTO PLATA,L,MODERNA,,M,CASADO,5617,24
C0001584,R2. [6-12 M>,ORO,4000,4000,0,SEGMENTO PLATA,L,CENTRO,,F,SOLTERO,84.9,1
C0001585,R2. [6-12 M>,PLATINUM,20000,20000,6236.43,SEGMENTO ORO,L,MODERNA,,M,CASADO,24329.05,26
C0001586,R1. <0-6 M>,ORO,5000,6000,4698.2,SEGMENTO BRONCE,L,ESTE,,M,CASADO,4823.37,6
C0001587,R4. [24-MAS>,CLASICA,9300,10000,0,SEGMENTO PLATA,L,MODERNA,,M,CASADO,15.45,2
C0001588,R4. [24-MAS>,CLASICA,7480,8000,7254.16,SEGMENTO PLATA,L,MODERNA,37,F,CASADO,7047.52,16
C0001590,R4. [24-MAS>,ORO,18250,20000,564.2,SEGMENTO PLATA,L,CENTRO,54,M,CASADO,4903.16,6
C0001592,R4. [24-MAS>,ORO,15620,16000,0,SEGMENTO ORO,L,MODERNA,60,M,CASADO,369.82,2
C0001594,R4. [24-MAS>,CLASICA,3300,4000,2231.24,SEGMENTO PLATA,L,CENTRO,37,M,SOLTERO,2200.79,16
C0001600,R4. [24-MAS>,CLASICA,6000,6000,5278.68,SEGMENTO ORO,L,CENTRO,40,M,CASADO,864.15,15
C0001601,R4. [24-MAS>,ORO,7000,8000,556,SEGMENTO ORO,L,MODERNA,43,M,CASADO,4218.76,3
C0001602,R4. [24-MAS>,ORO,2000,2000,36.28,SEGMENTO PLATA,L,MODERNA,54,F,DIVORCIADO,853.46,6
C0001603,R4. [24-MAS>,ORO,5500,6000,361.23,SEGMENTO ORO,L,MODERNA,55,M,CASADO,3010.05,11
C0001604,R4. [24-MAS>,ORO,16350,18000,3439.54,SEGMENTO ORO,L,MODERNA,36,M,CASADO,3161.95,13
C0001606,R4. [24-MAS>,ORO,7800,8000,6940.15,SEGMENTO PLATA,L,MODERNA,40,F,SOLTERO,5885.9,10
C0001610,R4. [24-MAS>,ORO,5000,6000,3702.7,SEGMENTO BRONCE,L,CENTRO,40,M,SOLTERO,4822.17,10
C0001612,R4. [24-MAS>,ORO,5000,6000,2798,SEGMENTO PLATA,L,MODERNA,54,M,CASADO,144,1
C0001619,R3. [12-24 M>,ORO,4000,4000,3520.16,SEGMENTO PLATA,L,MODERNA,40,F,SOLTERO,685.61,1
C0001624,R3. [12-24 M>,CLASICA,1500,2000,917.97,SEGMENTO BRONCE,L,MODERNA,41,M,CASADO,2560.99,11
C0001632,R2. [6-12 M>,PLATINUM,15600,16000,2704.14,SEGMENTO ORO,L,CENTRO,39,M,CASADO,8074.52,14
C0001633,R2. [6-12 M>,CLASICA,1000,2000,1051.06,SEGMENTO PLATA,L,ESTE,60,M,CASADO,1358.39,8
C0001635,R1. <0-6 M>,PLATINUM,19000,20000,2788.47,SEGMENTO PLATA,L,MODERNA,43,M,SOLTERO,4649.37,9
C0001636,R1. <0-6 M>,ORO,3000,4000,874.04,SEGMENTO ORO,L,MODERNA,32,M,SOLTERO,1301.44,16
C0001641,R4. [24-MAS>,CLASICA,6000,6000,5139.03,SEGMENTO PLATA,P,PROVINCIA,42,M,CASADO,658.91,3
C0001642,R4. [24-MAS>,CLASICA,13200,14000,0,SEGMENTO PLATA,L,NORTE,48,F,SOLTERO,160,1
C0001643,R4. [24-MAS>,CLASICA,7500,8000,2934.25,SEGMENTO PLATA,L,CALLAO,48,M,SOLTERO,1743.33,2
C0001644,R4. [24-MAS>,CLASICA,3000,4000,3019.51,SEGMENTO PLATA,L,MODERNA,57,M,CASADO,590,6
C0001646,R4. [24-MAS>,CLASICA,4000,4000,3538.39,SEGMENTO BRONCE,L,CENTRO,40,F,SOLTERO,1311,13
C0001648,R4. [24-MAS>,ORO,4500,6000,4461.47,SEGMENTO ORO,L,MODERNA,49,F,CASADO,845.94,9
C0001649,R4. [24-MAS>,CLASICA,3000,4000,0,SEGMENTO PLATA,L,MODERNA,29,M,SOLTERO,1597,4
C0001650,R4. [24-MAS>,ORO,12500,14000,7246.51,SEGMENTO PLATA,L,CENTRO,38,M,CASADO,730.9,3
C0001651,R4. [24-MAS>,CLASICA,9000,10000,1605.15,SEGMENTO PLATA,L,CENTRO,33,F,SOLTERO,1008.71,3
C0001660,R4. [24-MAS>,CLASICA,12000,12000,911.97,SEGMENTO BRONCE,L,CENTRO,32,M,CASADO,1405.6,10
C0001662,R3. [12-24 M>,CLASICA,1000,2000,465.56,SEGMENTO PLATA,L,MODERNA,33,M,SOLTERO,465.56,2
C0001667,R3. [12-24 M>,CLASICA,2000,2000,0,SEGMENTO BRONCE,L,CENTRO,45,M,CASADO,800,1
C0001670,R3. [12-24 M>,CLASICA,1000,2000,740.62,SEGMENTO PLATA,L,CALLAO,36,M,SOLTERO,1716.12,16
C0001672,R2. [6-12 M>,PLATINUM,15000,16000,6970.58,SEGMENTO ORO,L,MODERNA,29,M,SOLTERO,5446.04,19
C0001675,R2. [6-12 M>,ORO,3000,4000,0,SEGMENTO ORO,L,MODERNA,48,M,CASADO,5800,2
C0001679,R4. [24-MAS>,CLASICA,2400,4000,2147.06,SEGMENTO PLATA,L,SUR,,M,SOLTERO,755.47,4
C0001680,R4. [24-MAS>,CLASICA,17600,18000,164.28,SEGMENTO PLATA,L,SUR,47,F,SOLTERO,5510.14,5
C0001681,R4. [24-MAS>,ORO,2500,4000,0,SEGMENTO ORO,L,MODERNA,46,M,CASADO,3881,16
C0001682,R4. [24-MAS>,CLASICA,15000,16000,14174.34,SEGMENTO ORO,L,NORTE,49,F,CASADO,15329.05,16
C0001683,R4. [24-MAS>,ORO,5000,6000,1428.61,SEGMENTO PLATA,L,MODERNA,46,M,CASADO,1748.4,1
C0001684,R4. [24-MAS>,CLASICA,800,2000,810,SEGMENTO PLATA,L,SUR,37,M,SOLTERO,1631.4,9
C0001685,R4. [24-MAS>,CLASICA,13450,14000,5786.68,SEGMENTO PLATA,L,SUR,,M,SOLTERO,761.9,4
C0001686,R4. [24-MAS>,CLASICA,4000,4000,2755.12,SEGMENTO BRONCE,L,SUR,,F,CASADO,696.14,1
C0001687,R4. [24-MAS>,ORO,15000,16000,11376.24,SEGMENTO PLATA,L,SUR,,F,CASADO,1122.16,4
C0001688,R4. [24-MAS>,CLASICA,2000,2000,1077.74,SEGMENTO PLATA,L,SUR,,M,SOLTERO,182.05,1
C0001689,R4. [24-MAS>,CLASICA,2500,4000,0,SEGMENTO PLATA,L,SUR,28,M,SOLTERO,1265.4,6
C0001690,R4. [24-MAS>,ORO,7000,8000,6254.96,SEGMENTO ORO,L,SUR,22,M,SOLTERO,4315.01,15
C0001694,R4. [24-MAS>,CLASICA,2500,4000,961.24,SEGMENTO PLATA,L,SUR,29,F,CASADO,3795.55,29
C0001696,R4. [24-MAS>,CLASICA,800,2000,58.82,SEGMENTO PLATA,L,SUR,28,M,SOLTERO,687.57,6
C0001697,R3. [12-24 M>,ORO,5000,6000,0,SEGMENTO BRONCE,L,SUR,42,M,CASADO,5721.01,29
C0001699,R3. [12-24 M>,CLASICA,5700,6000,1042.17,SEGMENTO PLATA,L,SUR,36,M,SOLTERO,698.9,2
C0001700,R3. [12-24 M>,CLASICA,1000,2000,1071.6,SEGMENTO PLATA,L,SUR,35,M,CASADO,2236.77,24
C0001705,R1. <0-6 M>,CLASICA,800,2000,485.14,SEGMENTO BRONCE,L,SUR,31,F,SOLTERO,1610,5
C0001706,R1. <0-6 M>,CLASICA,2000,2000,0,SEGMENTO PLATA,L,SUR,46,F,SOLTERO,286.05,2
C0001707,R4. [24-MAS>,ORO,30000,30000,8419.34,SEGMENTO ORO,L,MODERNA,68,M,CASADO,1288.94,16
C0001708,R4. [24-MAS>,CLASICA,7800,8000,4008.89,SEGMENTO PLATA,L,ESTE,37,M,SOLTERO,2142.63,16
C0001710,R4. [24-MAS>,CLASICA,32950,34000,6302.64,SEGMENTO BRONCE,L,ESTE,49,M,SOLTERO,17771.98,18
C0001711,R4. [24-MAS>,ORO,27750,28000,0,SEGMENTO ORO,L,MODERNA,59,M,CASADO,220.8,1
C0001713,R4. [24-MAS>,ORO,25000,26000,0,SEGMENTO PLATA,L,MODERNA,37,M,CASADO,378.4,3
C0001714,R4. [24-MAS>,CLASICA,4500,6000,0,SEGMENTO PLATA,L,MODERNA,62,M,CASADO,2520.42,1
C0001716,R4. [24-MAS>,ORO,12000,12000,10082.2,SEGMENTO PLATA,L,MODERNA,,M,CASADO,1094.99,7
C0001717,R4. [24-MAS>,CLASICA,1000,2000,0,SEGMENTO PLATA,L,ESTE,40,F,CASADO,720,1
C0001719,R4. [24-MAS>,CLASICA,2400,4000,2254.57,SEGMENTO PLATA,L,NORTE,37,M,SOLTERO,1193.19,12
C0001720,R4. [24-MAS>,CLASICA,920,2000,921.5,SEGMENTO BRONCE,L,SUR,31,M,SOLTERO,549.85,26
C0001723,R4. [24-MAS>,CLASICA,1500,2000,1445.1,SEGMENTO PLATA,L,MODERNA,48,F,SOLTERO,166,8
C0001726,R4. [24-MAS>,ORO,7100,8000,-27.5,SEGMENTO PLATA,L,MODERNA,44,M,CASADO,100,1
C0001729,R4. [24-MAS>,ORO,3100,4000,2933.21,SEGMENTO PLATA,L,CENTRO,50,F,DIVORCIADO,959.74,4
C0001730,R4. [24-MAS>,PLATINUM,30000,30000,7538.14,SEGMENTO ORO,L,MODERNA,49,M,SOLTERO,1887.8,26
C0001732,R3. [12-24 M>,ORO,3000,4000,2968.63,SEGMENTO PLATA,L,MODERNA,43,M,SOLTERO,999.43,7
C0001733,R3. [12-24 M>,CLASICA,800,2000,779.43,SEGMENTO PLATA,L,NORTE,45,F,CASADO,509.61,9
C0001735,R2. [6-12 M>,CLASICA,1500,2000,790.68,SEGMENTO PLATA,L,SUR,32,F,CASADO,961.24,3
C0001736,R3. [12-24 M>,ORO,3000,4000,1773,SEGMENTO BRONCE,L,ESTE,53,M,CASADO,3124,6
C0001737,R4. [24-MAS>,CLASICA,2000,2000,133,SEGMENTO PLATA,L,ESTE,34,F,CASADO,1030.5,4
C0001738,R4. [24-MAS>,CLASICA,10800,12000,1750.39,SEGMENTO PLATA,L,MODERNA,,M,CASADO,698.31,8
C0001740,R4. [24-MAS>,CLASICA,1800,2000,1420.58,SEGMENTO ORO,L,SUR,41,F,SOLTERO,385,3
C0001754,R3. [12-24 M>,PLATINUM,10000,10000,-4.42,SEGMENTO BRONCE,L,CENTRO,35,F,CASADO,1066.31,16
C0001755,R2. [6-12 M>,CLASICA,1000,2000,825,SEGMENTO BRONCE,L,SUR,44,F,SOLTERO,933.95,4
C0001756,R4. [24-MAS>,CLASICA,30000,30000,17237.85,SEGMENTO ORO,L,ESTE,52,M,CASADO,6112.62,23
C0001757,R4. [24-MAS>,CLASICA,6300,8000,2002.11,SEGMENTO ORO,L,ESTE,,M,CASADO,8303.01,26
C0001758,R4. [24-MAS>,CLASICA,22450,24000,0,SEGMENTO ORO,L,CENTRO,,F,SOLTERO,17675.21,9
C0001759,R4. [24-MAS>,CLASICA,10650,12000,0,SEGMENTO ORO,L,ESTE,,M,CASADO,53378.12,7
C0001761,R4. [24-MAS>,CLASICA,2400,4000,1395.45,SEGMENTO ORO,L,ESTE,,F,CASADO,4988.74,9
C0001764,R4. [24-MAS>,CLASICA,25850,26000,-1.87,SEGMENTO PLATA,L,ESTE,59,M,CASADO,104.3,1
C0001766,R4. [24-MAS>,CLASICA,9600,10000,189.16,SEGMENTO ORO,L,ESTE,,M,CASADO,2895.06,20
C0001767,R4. [24-MAS>,CLASICA,11200,12000,6569.78,SEGMENTO PLATA,L,MODERNA,44,F,CASADO,1175.07,20
C0001769,R4. [24-MAS>,CLASICA,6200,8000,0,SEGMENTO ORO,L,ESTE,43,M,CASADO,516,2
C0001772,R4. [24-MAS>,CLASICA,2100,4000,1574.93,SEGMENTO PLATA,L,ESTE,54,M,CASADO,38.5,2
C0001775,R4. [24-MAS>,CLASICA,1000,2000,120,SEGMENTO BRONCE,L,ESTE,49,F,CASADO,344,5
C0001781,R4. [24-MAS>,ORO,16000,16000,-77.09,SEGMENTO ORO,L,ESTE,38,M,CASADO,3437.97,2
C0001791,R4. [24-MAS>,ORO,4000,4000,3957.81,SEGMENTO PLATA,L,ESTE,50,M,CASADO,720.35,7
C0001795,R2. [6-12 M>,CLASICA,2900,4000,206.62,SEGMENTO PLATA,L,SUR,33,M,SOLTERO,480,2
C0001796,R2. [6-12 M>,CLASICA,2000,2000,0,SEGMENTO PLATA,L,CENTRO,41,F,CASADO,386.4,2
C0001798,R2. [6-12 M>,PLATINUM,10000,10000,0,SEGMENTO PLATA,L,ESTE,54,F,CASADO,163.29,1
C0001799,R1. <0-6 M>,PLATINUM,10000,10000,2692.16,SEGMENTO PLATA,L,MODERNA,52,F,DIVORCIADO,3111.67,7
C0001802,R4. [24-MAS>,CLASICA,32900,34000,159.64,SEGMENTO ORO,L,MODERNA,51,M,CASADO,843.22,17
C0001804,R4. [24-MAS>,ORO,2500,4000,853.37,SEGMENTO ORO,L,CENTRO,,M,SOLTERO,1556.35,11
C0001805,R4. [24-MAS>,CLASICA,4300,6000,4180.56,SEGMENTO ORO,L,MODERNA,31,F,SOLTERO,870.97,28
C0001806,R4. [24-MAS>,CLASICA,2000,2000,1807.87,SEGMENTO PLATA,L,MODERNA,51,F,SOLTERO,260.02,9
C0001812,R4. [24-MAS>,CLASICA,1000,2000,981.09,SEGMENTO PLATA,L,SUR,33,F,SOLTERO,1305.96,13
C0001815,R4. [24-MAS>,CLASICA,6500,8000,225.34,SEGMENTO PLATA,L,SUR,59,M,CASADO,849,1
C0001817,R4. [24-MAS>,ORO,17850,18000,2287.1,SEGMENTO PLATA,L,SUR,38,F,CASADO,3051.9,3
C0001821,R4. [24-MAS>,CLASICA,3200,4000,-7.1,SEGMENTO BRONCE,L,CALLAO,29,M,SOLTERO,235.64,2
C0001823,R4. [24-MAS>,PLATINUM,34550,36000,1485.88,SEGMENTO PLATA,L,MODERNA,40,M,SOLTERO,4936.16,25
C0001827,R3. [12-24 M>,ORO,3600,4000,3773.68,SEGMENTO PLATA,L,NORTE,35,M,CASADO,811.2,7
C0001828,R3. [12-24 M>,CLASICA,1600,2000,850.9,SEGMENTO PLATA,L,SUR,42,F,SOLTERO,1651.73,8
C0001840,R4. [24-MAS>,CLASICA,13500,14000,7674.48,SEGMENTO ORO,L,CENTRO,,M,CASADO,8645.76,15
